IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
158.178.242.5,2087,true,SIN,Asia Pacific,Singapore,204 ms,50307 kB/s
8.210.192.93,2087,true,HKG,Asia Pacific,Hong Kong,16 ms,27146 kB/s
47.236.87.246,2087,true,SIN,Asia Pacific,Singapore,49 ms,26711 kB/s
131.186.61.45,2087,true,NRT,Asia Pacific,Tokyo,185 ms,26605 kB/s
47.243.70.197,2087,true,HKG,Asia Pacific,Hong Kong,14 ms,26545 kB/s
8.217.147.230,2087,true,HKG,Asia Pacific,Hong Kong,14 ms,26145 kB/s
8.219.222.98,2087,true,SIN,Asia Pacific,Singapore,56 ms,25814 kB/s
8.222.237.131,2087,true,SIN,Asia Pacific,Singapore,44 ms,25289 kB/s
8.219.65.191,2087,true,SIN,Asia Pacific,Singapore,45 ms,25168 kB/s
8.222.187.107,2087,true,SIN,Asia Pacific,Singapore,57 ms,24925 kB/s
8.218.158.94,2087,true,HKG,Asia Pacific,Hong Kong,16 ms,24330 kB/s
8.222.167.147,2087,true,SIN,Asia Pacific,Singapore,56 ms,24188 kB/s
132.145.114.250,2087,true,NRT,Asia Pacific,Tokyo,182 ms,24145 kB/s
47.236.83.196,2087,true,SIN,Asia Pacific,Singapore,47 ms,24019 kB/s
8.219.113.27,2087,true,SIN,Asia Pacific,Singapore,57 ms,23814 kB/s
47.236.65.177,2087,true,SIN,Asia Pacific,Singapore,51 ms,23696 kB/s
8.219.210.64,2087,true,SIN,Asia Pacific,Singapore,54 ms,23684 kB/s
8.219.0.162,2087,true,SIN,Asia Pacific,Singapore,45 ms,23597 kB/s
8.219.107.199,2087,true,SIN,Asia Pacific,Singapore,47 ms,23584 kB/s
47.236.97.90,2087,true,SIN,Asia Pacific,Singapore,50 ms,23569 kB/s
141.147.168.159,2087,true,NRT,Asia Pacific,Tokyo,175 ms,23380 kB/s
8.219.74.35,2087,true,SIN,Asia Pacific,Singapore,51 ms,23365 kB/s
